4363824.232580 850396.007824 222.000000
4363824.232580 850397.129446 222.000000
4363824.232580 850398.251069 222.000000
4363824.232580 850399.372692 222.000000
4363824.232580 850400.494314 222.000000
4363824.232580 850401.615937 222.000000
4363824.232580 850402.737559 222.000000
4363824.232580 850403.859181 222.000000
4363824.232580 850404.980804 222.000000
4363824.232580 850406.102426 222.000000
4363824.232580 850407.224049 222.000000
4363824.232580 850408.345671 222.000000
4363824.232580 850409.467294 222.000000
4363824.232580 850410.588916 222.000000
4363824.232580 850411.710539 222.000000
4363824.232580 850412.832162 222.000000
4363824.232580 850413.953784 222.000000
4363824.232580 850415.075407 222.000000
4363824.232580 850416.197029 222.000000
4363824.232580 850417.318651 222.000000
4363824.232580 850418.440274 222.000000
4363824.232580 850419.561896 222.000000
4363824.232580 850420.683519 222.000000
4363824.232580 850421.805141 222.000000
4363824.232580 850422.926764 222.000000
4363824.232580 850424.048386 222.000000
4363824.232580 850425.170009 222.000000
4363824.232580 850426.291632 222.000000
4363824.232580 850427.413254 222.000000
4363824.232580 850428.534877 222.000000
4363824.232580 850429.656499 222.000000
4363824.232580 850430.778122 222.000000
4363824.232580 850431.899744 222.000000
4363824.232580 850433.021366 222.000000
4363824.232580 850434.142989 222.000000
4363824.232580 850435.264611 222.000000
4363824.232580 850436.386234 222.000000
4363824.232580 850437.507856 222.000000
4363824.232580 850438.629479 222.000000
4363824.232580 850439.751102 222.000000
4363824.232580 850440.872724 222.000000
4363824.232580 850441.994347 222.000000
4363824.232580 850443.115969 222.000000
4363824.232580 850444.237592 222.000000
4363824.232580 850445.359214 222.000000
4363824.232580 850446.480836 222.000000
4363824.232580 850447.602459 222.000000
4363824.232580 850448.724081 222.000000
4363824.232580 850449.845704 222.000000
4363824.232580 850450.967326 222.000000
4363824.232580 850452.088949 222.000000
4363824.232580 850453.210572 222.000000
4363824.232580 850454.332194 222.000000
4363824.232580 850455.453817 222.000000
4363824.232580 850456.575439 222.000000
4363824.232580 850457.697062 222.000000
4363824.232580 850458.818684 222.000000
4363824.232580 850459.940306 222.000000
4363824.232580 850461.061929 222.000000
4363824.232580 850462.183551 222.000000
4363824.232580 850463.305174 222.000000
4363824.232580 850464.426796 222.000000
4363824.232580 850465.548419 222.000000
4363824.232580 850466.670042 222.000000
4363824.232580 850467.791664 222.000000
4363824.232580 850468.913287 222.000000
4363824.232580 850470.034909 222.000000
4363824.232580 850471.156532 222.000000
4363824.232580 850472.278154 222.000000
4363824.232580 850473.399776 222.000000
4363824.232580 850474.521399 222.000000
4363824.232580 850475.643021 222.000000
4363824.232580 850476.764644 222.000000
4363824.232580 850477.886266 222.000000
4363824.232580 850479.007889 222.000000
4363824.232580 850480.129512 222.000000
4363824.232580 850481.251134 222.000000
4363824.232580 850482.372757 222.000000
4363824.232580 850483.494379 222.000000
4363824.232580 850484.616002 222.000000
4363824.232580 850485.737624 222.000000
4363824.232580 850486.859247 222.000000
4363824.232580 850487.980869 222.000000
4363824.232580 850489.102491 222.000000
4363824.232580 850490.224114 222.000000
4363824.232580 850491.345736 222.000000
4363824.232580 850492.467359 222.000000
4363824.232580 850493.588982 222.000000
4363824.232580 850494.710604 222.000000
4363824.232580 850495.832227 222.000000
4363824.232580 850496.953849 222.000000
4363824.232580 850498.075472 222.000000
4363824.232580 850499.197094 222.000000
4363824.232580 850500.318717 222.000000
4363824.232580 850501.440339 222.000000
4363824.232580 850502.561961 222.000000
4363824.232580 850503.683584 222.000000
4363824.232580 850504.805206 222.000000
4363824.232580 850505.926829 222.000000
4363824.232580 850507.048452 222.000000
4363824.232580 850508.170074 222.000000
4363824.232580 850509.291697 222.000000
4363824.232580 850510.413319 222.000000
4363824.232580 850511.534942 222.000000
4363824.232580 850512.656564 222.000000
4363824.232580 850513.778187 222.000000
4363824.232580 850514.899809 222.000000
4363824.232580 850516.021431 222.000000
4363824.232580 850517.143054 222.000000
4363824.232580 850518.264676 222.000000
4363824.232580 850519.386299 222.000000
4363824.232580 850520.507922 222.000000
4363824.232580 850521.629544 222.000000
4363824.232580 850522.751167 222.000000
4363824.232580 850523.872789 222.000000
4363824.232580 850524.994412 222.000000
4363824.232580 850526.116034 222.000000
4363824.232580 850527.237657 222.000000
4363824.232580 850528.359279 222.000000
4363824.232580 850529.480901 222.000000
4363824.232580 850530.602524 222.000000
4363824.232580 850531.724146 222.000000
4363824.232580 850532.845769 222.000000
4363824.232580 850533.967392 222.000000
4363824.232580 850535.089014 222.000000
4363824.232580 850536.210637 222.000000
4363824.232580 850537.332259 222.000000
4363824.232580 850538.453882 222.000000
4363824.232580 850539.575504 222.000000
4363824.232580 850540.697127 222.000000
4363824.232580 850541.818749 222.000000
4363824.232580 850542.940372 222.000000
4363824.232580 850544.061994 222.000000
4363824.232580 850545.183616 222.000000
4363824.232580 850546.305239 222.000000
4363824.232580 850547.426862 222.000000
4363824.232580 850548.548484 222.000000
4363824.232580 850549.670107 222.000000
4363824.232580 850550.791729 222.000000
4363824.232580 850551.913352 222.000000
4363824.232580 850553.034974 222.340000
4363824.232580 850554.156597 222.340000
4363824.232580 850555.278219 222.000000
4363824.232580 850556.399842 222.000000
4363824.232580 850557.521464 222.000000
4363824.232580 850558.643087 222.000000
4363824.232580 850559.764709 222.000000
4363824.232580 850560.886332 222.000000
4363824.232580 850562.007954 222.000000
4363824.232580 850563.129577 222.000000
4363824.232580 850564.251199 222.000000
4363824.232580 850565.372822 222.000000
4363824.232580 850566.494444 222.000000
4363824.232580 850567.616067 222.000000
4363824.232580 850568.737689 222.000000
4363824.232580 850569.859312 222.000000
4363824.232580 850570.980934 222.000000
4363824.232580 850572.102557 222.000000
4363824.232580 850573.224179 222.000000
4363824.232580 850574.345802 222.000000
4363824.232580 850575.467424 222.000000
4363824.232580 850576.589047 222.000000
4363824.232580 850577.710669 222.000000
4363824.232580 850578.832292 222.000000
4363824.232580 850579.953914 222.000000
4363824.232580 850581.075537 222.000000
4363824.232580 850582.197159 222.000000
4363824.232580 850583.318782 222.000000
4363824.232580 850584.440404 222.000000
4363824.232580 850585.562027 222.000000
